over,short_text,long_text
13.6,"Rashid Khan to Buttler, OUT",off the outside part of the bat. A legbreak that turns minimally and Buttler slices it in the air as he fails to get entirely underneath the stroke. Simple catch for Dhawan at long-off. Sunrisers right back into this
13.5,"Rashid Khan to Rahane, 1 run",closes the face to a legbreak and gets a leading edge to backward point
13.4,"Rashid Khan to Buttler, 1 run",advances down the ground and drills a very full one to long-on
13.3,"Rashid Khan to Rahane, 1 run","full and flat on middle, flicked to square leg"
13.2,"Rashid Khan to Buttler, 1 run","length ball, sliding on leg, gets down for a reverse sweep and crunches it to sweeper cover"
13.1,"Rashid Khan to Rahane, 1 run",flicks the fuller one into the leg side
12.6,"Pathan to Buttler, 2 runs","full, leg-side line, flicked to square leg"
12.5,"Pathan to Rahane, 1 run",punched down the ground for one
12.4,"Pathan to Rahane, no run","drifts it down again but this time it spins further in and gets away from him as he's down and across, and he mistimes the sweep to short fine leg"
12.3,"Pathan to Rahane, FOUR runs","leg-side fuller ball, gets down to sweep and works it away to deep fine leg"
12.2,"Pathan to Buttler, 1 run","back of a length, rocks back and heaves a pull in the air as it lands short of long-on"
12.1,"Pathan to Rahane, 1 run","advances down the ground and the bowler shortens his length, punched away to long-on"
11.6,"Shakib to Buttler, 2 runs",turned away against the spin to midwicket and they take on the fielder in the deep for a quick second
11.5,"Shakib to Rahane, 1 run","pitched up on middle and off, driven down to long-on"
11.4,"Shakib to Buttler, 1 run",
11.3,"Shakib to Buttler, no run","tossed up, drifts in and turns away, Buttler jumps down the pitch and is beaten in flight, taps it to extra cover"
11.2,"Shakib to Buttler, no run","fullish length, driven away to cover"
11.1,"Shakib to Rahane, 1 run","length, spinning away, whips against the turn to long-on"
10.6,"Pathan to Rahane, 1 run",tucked off the pads through square leg
10.5,"Pathan to Buttler, 1 run","sliding into leg stump, tickled off an inside edge to short fine leg"
10.4,"Pathan to Rahane, 1 run","full on middle, forward and driven down to long-on"
10.3,"Pathan to Buttler, 1 run","Yusuf hits a hard length on middle, goes back and punches down the ground"
10.2,"Pathan to Stokes, OUT","  and Sunrisers' sixth bowler knocks out Stokes' leg stump. Flat dart, fizzes in from around the wicket, not as short as Stokes anticipated. He swings his hands at a pull and only collects fresh air. Yusuf roars. No Nabi? no problem. It wasn't a great ball but Yusuf will take this wicket"
10.1,"Pathan to Rahane, 1 run","back of a length on off, stands tall and forces a single down to long-on"
9.6,"Kaul to Stokes, no run","shortish, backs away and slaps it to cover. Rahane sets off for a single and has to be sent back"
9.5,"Kaul to Stokes, no run",shuffles across and blocks a length ball
9.4,"Kaul to Samson, OUT","straight to midwicket. These are the kind of wickets you don't want to be giving away against an attack like the Sunrisers. A short of a length delivery, slower one that stops on him - it's the knuckle ball - and messes up his timing as he pulls off the lower part of the bat straight to the fielder"
9.3,"Kaul to Rahane, 1 run","short, climbs onto him outside his off-stump, and Rahane rolls his wrists over a pull to midwicket"
9.2,"Kaul to Samson, 1 run","short of a length, angled in at middle and leg, punched to long-on"
9.1,"Kaul to Rahane, 1 leg bye","cuts in from a shortish length, Rahane gets Rahane on the hip as he tries to work it away with a cross-batted whip"
8.6,"Shakib to Rahane, 1 run",shuffles across to get behind the line and punches a back of a length delivery to long-on
8.5,"Shakib to Samson, 1 run","full on middle and off, driven away to cover for a quick single. Beats the throw with ease"
8.4,"Shakib to Rahane, 1 run","full outside off, gets the front foot across and pats it away to square leg"
8.3,"Shakib to Rahane, FOUR runs","back of a length, flat trajectory, whips across the line between midwicket and long-on"
8.2,"Shakib to Samson, 1 run","short, straightening at off again, backs away and punches to sweeper cover"
8.1,"Shakib to Rahane, 1 run","short of a length, straightens around off, backs away and punches to point"
7.6,"Rashid Khan to Rahane, 1 run","fuller, pushed past the bowler off the front foot"
7.5,"Rashid Khan to Rahane, FOUR runs","full and sliding into middle and leg, Rahane gets down and sweeps through midwicket"
7.4,"Rashid Khan to Samson, 1 run",punched away to long-off
7.3,"Rashid Khan to Samson, 2 runs","pitched up outside off, pushes away from the body and gets it away off the outside part of the bat to backward point"
7.2,"Rashid Khan to Rahane, 1 run","back of a length outside off, shuffles across and whips against the turn to midwicket"
7.1,"Rashid Khan to Samson, 1 run","short, rocks back and pulls against the turn without much control, on the bounce to deep midwicket"
6.6,"Shakib to Samson, 1 run","sliding length ball, turns it away wide of long-on for one"
6.5,"Shakib to Samson, no run","short of a length, backs away and cuts to point"
6.4,"Shakib to Samson, 2 runs",gets down on one knee to a length ball and whips it away to fine leg with a flat bat
6.3,"Shakib to Rahane, 1 run","full and flat on middle and off, driven down to long-on"
6.2,"Shakib to Samson, 1 run","length, spinning in, shifts back and tucks it away to fine leg"
6.1,"Shakib to Samson, 2 runs","slightly back of a length, waits for it to spin away before opening the face late for a dab through the short third man region"
5.6,"Kaul to Samson, 1 run","good length on off, punched down the track between long-on and long-off"
5.5,"Kaul to Samson, no run","short of a length outside off, opens the face and plays late to backward point"
5.4,"Kaul to Samson, 2 runs","back of a length, just punches from the crease and picks the gap nicely at cover"
5.3,"Kaul to Samson, FOUR runs",that's some pretty amazing work again through the leg side. Shortish from the bowler and there's not much pace. Samson gets in position and rocks a pull through midwicket. Great timing
5.2,"Kaul to Rahane, 1 run","short of a length, whipped away from outside off towards midwicket"
5.1,"Kaul to Rahane, no run","short of a length, keeps low outside off, adjusts and fends it away towards mid-on"
4.6,"Sandeep to Rahane, 1 run","full and nice on leg, driven to long-on"
4.5,"Sandeep to Samson, 1 run","length ball, gently dabs it to midwicket and takes off for a single"
4.4,"Sandeep to Samson, no run","full and slow, flicks early and lobs it slightly towards midwicket"
4.3,"Sandeep to Rahane, 1 run","length, leg-side line, tucked to short fine leg"
4.2,"Sandeep to Samson, 1 run","short of a length, slower at 105.4ks, flicked behind square"
4.1,"Sandeep to Samson, no run","fullish, angled in, pats it away towards midwicket"
3.6,"Basil to Samson, 1 run","short of a length, angled in at leg, tucked to the on side"
3.5,"Basil to Samson, 2 runs","is that four again? No, no quite. This time the fielder gets around it. An attempted yorker gone wrong, it's a low full toss that's been whipped between midwicket and long-on, and the latter gets around it"
3.4,"Basil to Samson, FOUR runs","there's a deep midwicket but no way he was going to get there in time. Another short delivery, and a powerful pull from Samson through square leg"
3.3,"Basil to Samson, no run","slower ball, that's just 94.7ks, and Samson has to reach out as it nips away off the seam, skews it off the inside of the bat down the pitch"
3.2,"Basil to Samson, SIX runs",short and angled into him at pace. What more does a batsman need? Samson swivels and flays a pull over deep midwicket
3.1,"Basil to Samson, FOUR runs","shortish, he makes a bit of width for himself and then punches through cover and point with superb balance and power"
2.6,"Sandeep to Samson, 1 run","back of a length, angled in, flicked away to deep square leg"
2.5,"Sandeep to Samson, no run","back of a length on off, cuts away slightly and finds the outside part of Samson's bat as he blocks"
2.4,"Sandeep to Samson, no run","short of a length on off, punched to cover"
2.3,"Sandeep to Samson, no run","fullish length outside off, gets forward and pats it down the pitch to the bowler"
2.2,"Sandeep to Tripathi, OUT","pre-meditated from Tripathi, and he pays the price. Doesn't make an effort to suss out the length and just charges down the track. It's a little too shortish for his comfort and skids on at pace along a leg-sidish line before clattering into the stumps"
2.1,"Sandeep to Tripathi, no run","short and wide, slapped away to point"
1.6,"Shakib to Rahane, FOUR runs","oh, shot. That's pristine timing and placement. Shifts back and whips this back of a length delivery against the turn through midwicket. Top stuff"
1.5,"Shakib to Tripathi, 1 run",
1.4,"Shakib to Rahane, 1 run",
1.3,"Shakib to Rahane, no run","fullish length outside off, strides across and nudges towards mid-on"
1.2,"Shakib to Tripathi, 1 run",waits for this length ball before opening the face towards point for a quick one
1.1,"Shakib to Tripathi, 2 runs","backs away and slaps it away through extra cover, Rashid at long-off sprints to his left and cuts it off at the boundary"
0.6,"Sandeep to Rahane, no run","length ball around off, good tight lines, Rahane drops it into cover. Good over apart from the boundary"
0.5,"Sandeep to Rahane, no run","fullish, movement into him in the air, punched off the front foot to cover"
0.4,"Sandeep to Rahane, no run","inswinging fuller one again, Rahane watchfully blocks off the front foot"
0.3,"Sandeep to Rahane, FOUR runs","full, swinging in, clipped off the pads through midwicket, neatly timed through the gap"
0.2,"Sandeep to Rahane, no run",
0.1,"Sandeep to Rahane, no run",sharply cuts in from a back of a length outside off and he punches it away to point
19.6,"Archer to Saha, 1 bye",looks to back away and scoop but misses. They scamper a bye even as Buttler misses an underarm flick at the striker's end.
19.5,"Archer to Rashid Khan, OUT","opens up the leg side and pulls this short ball from outside off, but can only hit it as far as Stokes at deep midwicket. No timing whatsoever on that."
19.4,"Archer to Saha, 1 run","thick inside edge to a low full toss which he looks to whip through midwicket, down to fine leg instead."
19.3,"Archer to Rashid Khan, 1 run",squeezes this yorker-length delivery to long-on
19.2,"Archer to Saha, 1 run","full toss angling into middle and leg, squeezed towards Stokes at deep midwicket"
19.1,"Archer to Saha, FOUR runs","clean lofted hit over extra cover, welcome boundary to begin the final over."
18.6,"Unadkat to Rashid Khan, no run","big across-the-line mow, beaten. Played too early."
18.5,"Unadkat to Pandey, OUT","another painstaking Pandey innings comes to an end. Was in no control of this lofted hit. Sliced this slower delivery to point, where Rahane moved a couple of steps back to complete the catch. Royals continue to surge."
18.4,"Unadkat to Saha, 1 run","looks to scoop but Unadkat bowls this full and wide outside off, squeezed wide of point"
18.3,"Unadkat to Saha, 2 runs","slower and fuller on off, eased down to long of. There's a misfield from a limping Gowtham, who gives away the extra run. Cramps or something more? He's limping Seems fine."
